"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
40,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
57,"admin.","married","university.degree","yes","cellular","nov","mon",1,"no"
46,"management","divorced","university.degree","no","cellular","nov","mon",1,"no"
50,"blue-collar","married","basic.6y","yes","cellular","nov","mon",1,"no"
34,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
46,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
35,"unemployed","married","basic.4y","no","cellular","nov","mon",1,"yes"
43,"services","married","high.school","no","cellular","nov","mon",1,"yes"
54,"technician","married","professional.course","no","cellular","nov","mon",1,"no"
52,"admin.","married","basic.4y","no","cellular","nov","mon",1,"no"
46,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
42,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
37,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
42,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
37,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
51,"blue-collar","married","high.school","no","cellular","nov","mon",1,"no"
50,"self-employed","married","university.degree","no","cellular","nov","mon",2,"no"
54,"admin.","married","university.degree","no","cellular","nov","mon",1,"no"
43,"services","married","basic.4y","no","cellular","nov","mon",1,"yes"
43,"services","married","basic.4y","no","cellular","nov","mon",1,"yes"
31,"technician","single","university.degree","no","cellular","nov","mon",1,"no"
47,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
38,"blue-collar","married","unknown","no","cellular","nov","mon",1,"yes"
55,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"no"
55,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
44,"management","married","high.school","no","cellular","nov","mon",2,"yes"
39,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
38,"blue-collar","married","unknown","no","cellular","nov","mon",1,"yes"
39,"self-employed","married","university.degree","no","cellular","nov","mon",1,"yes"
40,"management","married","basic.6y","no","cellular","nov","mon",1,"yes"
55,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
53,"unemployed","married","university.degree","no","cellular","nov","mon",1,"no"
42,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
53,"unemployed","married","university.degree","unknown","cellular","nov","mon",1,"no"
51,"blue-collar","married","high.school","yes","cellular","nov","mon",1,"no"
49,"admin.","married","basic.9y","no","cellular","nov","mon",1,"yes"
41,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
48,"blue-collar","divorced","professional.course","no","cellular","nov","mon",1,"no"
41,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
55,"management","married","university.degree","yes","cellular","nov","mon",1,"no"
45,"self-employed","divorced","university.degree","no","cellular","nov","mon",1,"no"
55,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
49,"blue-collar","divorced","high.school","no","telephone","nov","mon",1,"no"
55,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
48,"blue-collar","divorced","professional.course","no","cellular","nov","mon",1,"yes"
52,"management","divorced","university.degree","no","cellular","nov","mon",2,"no"
55,"admin.","divorced","university.degree","no","cellular","nov","mon",2,"no"
38,"technician","married","basic.9y","no","cellular","nov","mon",1,"yes"
39,"management","single","basic.9y","yes","telephone","nov","mon",1,"no"
39,"management","single","basic.9y","no","cellular","nov","mon",1,"no"
33,"blue-collar","single","basic.9y","no","cellular","nov","mon",1,"no"
40,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
52,"services","married","high.school","no","cellular","nov","mon",2,"no"
41,"admin.","divorced","university.degree","no","cellular","nov","mon",1,"no"
48,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
40,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
39,"unemployed","married","basic.9y","no","cellular","nov","mon",1,"yes"
29,"self-employed","single","university.degree","yes","telephone","nov","mon",1,"no"
39,"unemployed","married","basic.9y","no","cellular","nov","mon",1,"yes"
51,"entrepreneur","married","university.degree","no","telephone","nov","mon",1,"no"
51,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"no"
41,"admin.","divorced","university.degree","no","cellular","nov","mon",1,"no"
38,"technician","single","professional.course","no","cellular","nov","mon",1,"no"
41,"technician","single","professional.course","unknown","cellular","nov","mon",1,"no"
30,"services","married","university.degree","no","cellular","nov","mon",1,"yes"
32,"unknown","single","basic.9y","no","telephone","nov","mon",1,"no"
31,"services","divorced","high.school","yes","cellular","nov","mon",1,"no"
35,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
54,"admin.","married","basic.9y","no","cellular","nov","mon",1,"no"
35,"self-employed","married","university.degree","no","telephone","nov","mon",1,"yes"
42,"entrepreneur","married","basic.4y","no","cellular","nov","mon",1,"yes"
58,"management","married","unknown","no","cellular","nov","mon",1,"no"
55,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"no"
43,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
37,"technician","married","professional.course","yes","cellular","nov","mon",1,"yes"
54,"admin.","married","basic.9y","no","cellular","nov","mon",1,"no"
43,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
55,"retired","married","professional.course","yes","cellular","nov","mon",1,"no"
36,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
48,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
39,"housemaid","married","basic.9y","no","cellular","nov","mon",1,"yes"
36,"technician","married","high.school","no","cellular","nov","mon",1,"yes"
40,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
47,"retired","married","basic.4y","unknown","telephone","nov","mon",1,"yes"
34,"admin.","single","university.degree","no","cellular","nov","mon",2,"no"
36,"technician","married","high.school","no","telephone","nov","mon",1,"yes"
36,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
42,"housemaid","married","university.degree","no","cellular","nov","mon",1,"yes"
42,"housemaid","married","university.degree","no","telephone","nov","mon",1,"yes"
39,"unemployed","married","professional.course","no","cellular","nov","mon",1,"yes"
36,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",1,"no"
31,"services","single","high.school","no","cellular","nov","mon",2,"no"
50,"blue-collar","married","basic.6y","no","telephone","nov","mon",3,"no"
39,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
48,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
35,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
45,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
39,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
54,"retired","married","professional.course","no","cellular","nov","mon",1,"no"
45,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
45,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
37,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"yes"
39,"housemaid","married","basic.9y","yes","cellular","nov","mon",1,"yes"
57,"retired","married","basic.4y","no","telephone","nov","mon",1,"no"
50,"admin.","married","university.degree","no","cellular","nov","mon",1,"no"
49,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
46,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
40,"admin.","married","university.degree","no","telephone","nov","mon",1,"yes"
45,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
42,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
30,"services","single","high.school","no","cellular","nov","mon",1,"no"
42,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
42,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
42,"technician","married","professional.course","no","telephone","nov","mon",1,"yes"
44,"admin.","single","university.degree","no","telephone","nov","mon",1,"no"
46,"unemployed","married","university.degree","no","cellular","nov","mon",2,"yes"
51,"management","married","basic.4y","no","cellular","nov","mon",2,"no"
42,"blue-collar","married","basic.4y","no","cellular","nov","mon",2,"yes"
45,"admin.","married","basic.9y","no","cellular","nov","mon",1,"yes"
38,"admin.","married","basic.9y","no","cellular","nov","mon",1,"yes"
38,"management","married","university.degree","no","telephone","nov","mon",1,"yes"
49,"entrepreneur","married","university.degree","no","telephone","nov","mon",1,"yes"
40,"blue-collar","married","professional.course","yes","cellular","nov","mon",1,"yes"
49,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"yes"
50,"technician","married","high.school","no","cellular","nov","mon",1,"no"
41,"technician","single","professional.course","no","cellular","nov","mon",1,"no"
53,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"no"
48,"admin.","single","university.degree","no","cellular","nov","mon",2,"yes"
51,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"no"
42,"entrepreneur","married","high.school","no","telephone","nov","mon",2,"yes"
39,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
46,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
48,"admin.","divorced","high.school","no","cellular","nov","mon",2,"no"
46,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
54,"services","married","high.school","no","telephone","nov","mon",1,"no"
31,"self-employed","single","university.degree","no","cellular","nov","mon",1,"no"
54,"services","married","high.school","no","cellular","nov","mon",1,"no"
44,"unemployed","married","basic.9y","no","telephone","nov","mon",1,"yes"
51,"management","married","university.degree","no","cellular","nov","mon",1,"no"
45,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
31,"services","divorced","high.school","no","cellular","nov","mon",2,"no"
55,"management","married","basic.4y","no","cellular","nov","mon",2,"no"
54,"management","married","university.degree","no","cellular","nov","mon",1,"no"
46,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
53,"self-employed","divorced","university.degree","no","cellular","nov","mon",1,"no"
38,"technician","married","basic.9y","no","telephone","nov","mon",2,"yes"
42,"technician","married","professional.course","no","telephone","nov","mon",1,"yes"
54,"management","married","university.degree","no","cellular","nov","mon",1,"no"
41,"unemployed","married","basic.4y","no","cellular","nov","mon",1,"yes"
35,"management","single","university.degree","yes","cellular","nov","mon",1,"no"
46,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
45,"technician","married","university.degree","no","telephone","nov","mon",1,"yes"
36,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
46,"technician","married","professional.course","yes","cellular","nov","mon",1,"yes"
51,"admin.","married","high.school","no","cellular","nov","mon",1,"no"
40,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
47,"management","married","basic.9y","no","telephone","nov","mon",1,"yes"
40,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
52,"management","divorced","university.degree","no","cellular","nov","mon",1,"no"
47,"management","married","basic.9y","no","cellular","nov","mon",1,"yes"
45,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
46,"management","married","basic.6y","no","cellular","nov","mon",1,"yes"
34,"unemployed","married","university.degree","no","telephone","nov","mon",1,"yes"
37,"technician","single","professional.course","no","cellular","nov","mon",1,"no"
36,"entrepreneur","married","high.school","yes","cellular","nov","mon",1,"yes"
36,"entrepreneur","married","high.school","no","telephone","nov","mon",1,"yes"
49,"technician","married","professional.course","no","telephone","nov","mon",1,"yes"
52,"management","divorced","university.degree","no","cellular","nov","mon",1,"no"
52,"management","divorced","university.degree","no","cellular","nov","mon",1,"no"
56,"management","married","university.degree","no","cellular","nov","mon",1,"no"
53,"self-employed","married","basic.9y","no","cellular","nov","mon",1,"no"
53,"self-employed","married","basic.9y","no","cellular","nov","mon",1,"no"
40,"management","married","university.degree","yes","cellular","nov","mon",1,"yes"
39,"admin.","married","unknown","no","cellular","nov","mon",1,"yes"
54,"entrepreneur","married","basic.4y","no","cellular","nov","mon",1,"no"
43,"management","married","university.degree","no","cellular","nov","mon",2,"yes"
58,"retired","married","high.school","no","cellular","nov","mon",1,"no"
58,"retired","married","high.school","no","cellular","nov","mon",1,"no"
31,"blue-collar","married","basic.9y","yes","cellular","nov","mon",1,"yes"
30,"services","single","high.school","no","cellular","nov","mon",2,"no"
37,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
58,"entrepreneur","married","basic.4y","no","telephone","nov","mon",1,"no"
47,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
47,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
38,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
38,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
38,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
35,"entrepreneur","single","basic.9y","no","cellular","nov","mon",2,"no"
56,"management","married","professional.course","no","cellular","nov","mon",2,"no"
37,"admin.","married","high.school","no","cellular","nov","mon",2,"yes"
44,"services","divorced","high.school","yes","cellular","nov","mon",1,"no"
52,"entrepreneur","married","basic.9y","no","cellular","nov","mon",1,"no"
52,"entrepreneur","married","basic.9y","unknown","telephone","nov","mon",1,"no"
43,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
43,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
45,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
45,"services","divorced","high.school","yes","cellular","nov","mon",1,"no"
51,"management","married","unknown","no","telephone","nov","mon",1,"no"
37,"services","married","basic.6y","no","cellular","nov","mon",1,"yes"
35,"admin.","divorced","high.school","no","cellular","nov","mon",3,"no"
55,"blue-collar","married","basic.4y","yes","cellular","nov","mon",2,"no"
54,"admin.","married","basic.9y","no","cellular","nov","mon",2,"no"
42,"technician","married","high.school","no","cellular","nov","mon",2,"yes"
39,"admin.","married","unknown","yes","cellular","nov","mon",2,"yes"
31,"blue-collar","married","basic.9y","yes","cellular","nov","mon",2,"yes"
52,"management","divorced","university.degree","no","cellular","nov","mon",2,"no"
39,"blue-collar","divorced","high.school","yes","cellular","nov","mon",2,"no"
36,"entrepreneur","married","high.school","no","cellular","nov","mon",2,"yes"
58,"entrepreneur","married","basic.4y","no","cellular","nov","mon",2,"no"
42,"admin.","married","high.school","no","cellular","nov","mon",2,"yes"
52,"management","married","university.degree","no","cellular","nov","mon",1,"no"
40,"admin.","married","university.degree","yes","cellular","nov","mon",2,"yes"
43,"blue-collar","single","basic.4y","no","cellular","nov","mon",2,"no"
52,"management","married","university.degree","yes","cellular","nov","mon",1,"no"
42,"self-employed","single","university.degree","no","cellular","nov","mon",1,"no"
42,"admin.","married","unknown","no","cellular","nov","mon",1,"yes"
50,"blue-collar","married","basic.9y","yes","cellular","nov","mon",1,"no"
33,"technician","single","university.degree","no","cellular","nov","mon",1,"no"
41,"blue-collar","married","high.school","no","cellular","nov","mon",1,"yes"
50,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"no"
50,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"no"
45,"management","married","basic.9y","no","cellular","nov","mon",1,"yes"
37,"unemployed","married","high.school","no","cellular","nov","mon",2,"yes"
42,"admin.","married","unknown","no","cellular","nov","mon",1,"yes"
35,"blue-collar","married","professional.course","no","cellular","nov","mon",1,"yes"
43,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
57,"management","married","university.degree","no","cellular","nov","mon",1,"no"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"no"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"no"
32,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
34,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
30,"services","single","high.school","no","cellular","nov","mon",1,"no"
45,"blue-collar","married","basic.6y","no","cellular","nov","mon",2,"yes"
50,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"no"
45,"blue-collar","divorced","basic.9y","no","cellular","nov","mon",1,"no"
36,"unemployed","married","basic.9y","no","cellular","nov","mon",1,"yes"
54,"technician","married","university.degree","unknown","cellular","nov","mon",1,"no"
46,"management","divorced","university.degree","unknown","telephone","nov","mon",2,"no"
32,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
39,"blue-collar","married","professional.course","no","cellular","nov","mon",1,"yes"
36,"self-employed","single","university.degree","no","cellular","nov","mon",1,"no"
47,"admin.","divorced","professional.course","no","cellular","nov","mon",1,"no"
31,"admin.","single","high.school","no","cellular","nov","mon",2,"no"
46,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
54,"admin.","married","basic.9y","yes","cellular","nov","mon",2,"no"
45,"entrepreneur","married","high.school","no","cellular","nov","mon",1,"yes"
39,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
39,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
36,"management","married","university.degree","no","cellular","nov","mon",2,"yes"
50,"technician","married","professional.course","no","cellular","nov","mon",1,"no"
49,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
52,"admin.","divorced","high.school","no","cellular","nov","mon",2,"no"
36,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
46,"admin.","married","high.school","yes","cellular","nov","mon",1,"yes"
46,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
33,"blue-collar","married","basic.9y","yes","cellular","nov","mon",1,"yes"
36,"blue-collar","married","basic.9y","no","cellular","nov","mon",3,"yes"
46,"technician","married","professional.course","no","cellular","nov","mon",3,"yes"
43,"blue-collar","married","high.school","no","cellular","nov","mon",2,"yes"
56,"management","married","university.degree","no","cellular","nov","mon",2,"no"
38,"admin.","single","basic.9y","no","cellular","nov","mon",1,"no"
36,"technician","married","professional.course","no","cellular","nov","mon",2,"yes"
33,"blue-collar","single","basic.9y","no","cellular","nov","mon",1,"no"
46,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
40,"blue-collar","married","basic.9y","no","cellular","nov","mon",2,"yes"
42,"technician","married","professional.course","yes","telephone","nov","mon",3,"yes"
46,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
40,"entrepreneur","divorced","university.degree","no","cellular","nov","mon",2,"no"
53,"services","married","high.school","yes","cellular","nov","mon",1,"no"
53,"services","married","high.school","no","cellular","nov","mon",1,"no"
34,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
34,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
57,"admin.","married","university.degree","no","cellular","nov","mon",2,"no"
47,"retired","married","high.school","no","cellular","nov","mon",1,"yes"
32,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
42,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
42,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
40,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
37,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
32,"technician","married","university.degree","no","cellular","nov","mon",1,"yes"
38,"entrepreneur","married","high.school","no","cellular","nov","mon",2,"yes"
58,"management","divorced","university.degree","no","cellular","nov","mon",1,"no"
40,"admin.","single","high.school","yes","telephone","nov","mon",1,"no"
54,"admin.","married","high.school","no","cellular","nov","mon",1,"no"
40,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
38,"technician","single","professional.course","no","cellular","nov","mon",1,"no"
40,"admin.","single","high.school","no","cellular","nov","mon",1,"no"
29,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
42,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
46,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
54,"retired","divorced","professional.course","no","cellular","nov","mon",1,"no"
50,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"no"
53,"technician","married","university.degree","no","cellular","nov","mon",1,"no"
42,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
40,"blue-collar","married","basic.6y","no","cellular","nov","mon",1,"yes"
42,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
42,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
38,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
42,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
31,"technician","single","university.degree","no","cellular","nov","mon",1,"yes"
37,"management","divorced","unknown","yes","cellular","nov","mon",1,"no"
36,"blue-collar","married","basic.9y","yes","cellular","nov","mon",1,"yes"
38,"blue-collar","married","basic.4y","no","cellular","nov","mon",2,"yes"
46,"admin.","married","university.degree","yes","cellular","nov","mon",1,"yes"
44,"services","divorced","high.school","no","cellular","nov","mon",2,"no"
48,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
44,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
33,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
33,"admin.","divorced","university.degree","no","cellular","nov","mon",2,"no"
57,"technician","married","professional.course","no","cellular","nov","mon",2,"no"
32,"blue-collar","married","high.school","no","cellular","nov","mon",1,"yes"
47,"admin.","divorced","university.degree","no","cellular","nov","mon",2,"no"
36,"self-employed","single","university.degree","no","cellular","nov","mon",2,"no"
47,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
53,"blue-collar","married","basic.9y","yes","telephone","nov","mon",1,"no"
55,"technician","single","professional.course","no","cellular","nov","mon",1,"no"
38,"technician","married","professional.course","no","cellular","nov","mon",2,"yes"
36,"unemployed","divorced","high.school","no","cellular","nov","mon",2,"no"
32,"blue-collar","married","high.school","no","telephone","nov","mon",1,"yes"
42,"blue-collar","divorced","basic.9y","no","cellular","nov","mon",2,"no"
32,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
29,"admin.","married","high.school","yes","cellular","nov","mon",1,"yes"
55,"blue-collar","married","basic.9y","no","cellular","nov","mon",3,"no"
29,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
29,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
45,"unemployed","married","basic.9y","no","cellular","nov","mon",2,"yes"
33,"blue-collar","married","basic.9y","no","cellular","nov","mon",2,"yes"
48,"services","married","basic.4y","no","cellular","nov","mon",1,"yes"
29,"self-employed","single","university.degree","no","cellular","nov","mon",2,"no"
31,"self-employed","single","university.degree","yes","cellular","nov","mon",3,"no"
52,"self-employed","married","university.degree","no","cellular","nov","mon",2,"no"
52,"entrepreneur","single","university.degree","no","cellular","nov","mon",2,"no"
35,"blue-collar","married","high.school","no","cellular","nov","mon",2,"yes"
48,"management","married","unknown","yes","cellular","nov","mon",3,"yes"
39,"unemployed","married","professional.course","no","cellular","nov","mon",1,"yes"
46,"admin.","married","high.school","no","cellular","nov","mon",3,"yes"
43,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
46,"self-employed","married","university.degree","no","cellular","nov","mon",3,"yes"
41,"admin.","married","high.school","no","cellular","nov","mon",2,"yes"
31,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
53,"housemaid","married","university.degree","no","cellular","nov","mon",1,"no"
44,"technician","single","university.degree","no","cellular","nov","mon",3,"no"
47,"management","divorced","university.degree","no","cellular","nov","mon",2,"no"
31,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
32,"services","married","basic.4y","no","cellular","nov","mon",1,"yes"
32,"services","married","basic.4y","yes","cellular","nov","mon",1,"yes"
39,"blue-collar","single","basic.9y","no","cellular","nov","mon",2,"no"
44,"admin.","single","high.school","no","cellular","nov","mon",3,"no"
38,"management","divorced","university.degree","no","cellular","nov","mon",2,"no"
31,"technician","single","high.school","no","cellular","nov","mon",1,"no"
30,"admin.","divorced","university.degree","no","telephone","nov","mon",1,"no"
35,"self-employed","single","professional.course","no","cellular","nov","mon",2,"no"
35,"management","married","university.degree","no","cellular","nov","mon",1,"yes"
29,"blue-collar","married","basic.4y","no","cellular","nov","mon",1,"yes"
32,"management","married","high.school","yes","cellular","nov","mon",2,"yes"
39,"unemployed","married","university.degree","no","cellular","nov","mon",1,"yes"
52,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
53,"retired","married","basic.4y","no","cellular","nov","mon",1,"no"
39,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
32,"self-employed","single","high.school","no","cellular","nov","mon",1,"no"
46,"entrepreneur","married","university.degree","unknown","cellular","nov","mon",1,"yes"
48,"entrepreneur","married","university.degree","no","cellular","nov","mon",1,"yes"
35,"technician","married","professional.course","no","cellular","nov","mon",2,"yes"
40,"blue-collar","married","basic.4y","yes","cellular","nov","mon",2,"yes"
52,"services","divorced","high.school","no","cellular","nov","mon",1,"no"
31,"self-employed","single","university.degree","no","cellular","nov","mon",1,"no"
35,"management","married","basic.9y","no","cellular","nov","mon",1,"yes"
48,"technician","married","unknown","no","cellular","nov","mon",1,"yes"
34,"admin.","married","high.school","yes","cellular","nov","mon",1,"yes"
34,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
31,"self-employed","married","university.degree","no","telephone","nov","mon",1,"yes"
54,"housemaid","single","basic.9y","no","cellular","nov","mon",1,"no"
31,"self-employed","married","university.degree","yes","cellular","nov","mon",1,"yes"
56,"services","married","high.school","no","cellular","nov","mon",1,"no"
34,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
31,"self-employed","married","university.degree","no","cellular","nov","mon",1,"yes"
45,"admin.","married","high.school","no","cellular","nov","mon",1,"yes"
55,"admin.","married","high.school","no","cellular","nov","mon",1,"no"
48,"technician","married","professional.course","no","cellular","nov","mon",1,"yes"
48,"technician","married","professional.course","no","telephone","nov","mon",1,"yes"
45,"management","married","university.degree","yes","cellular","nov","mon",1,"yes"
55,"admin.","married","high.school","no","cellular","nov","mon",1,"no"
32,"management","single","university.degree","yes","cellular","nov","mon",2,"no"
50,"blue-collar","married","basic.6y","no","cellular","nov","mon",2,"no"
39,"technician","married","professional.course","yes","cellular","nov","mon",1,"yes"
55,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
55,"services","married","high.school","no","cellular","nov","mon",1,"no"
40,"technician","single","basic.9y","yes","cellular","nov","mon",1,"no"
40,"technician","single","basic.9y","yes","cellular","nov","mon",1,"no"
39,"blue-collar","married","basic.9y","no","cellular","nov","mon",1,"yes"
39,"services","married","professional.course","no","cellular","nov","mon",1,"yes"
36,"admin.","married","high.school","no","cellular","nov","mon",2,"yes"
53,"technician","married","university.degree","no","cellular","nov","mon",2,"no"
42,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
42,"admin.","divorced","university.degree","no","cellular","nov","mon",2,"no"
46,"entrepreneur","married","basic.4y","no","cellular","nov","mon",1,"yes"
30,"admin.","single","university.degree","no","cellular","nov","mon",1,"no"
46,"self-employed","married","basic.9y","no","cellular","nov","mon",1,"yes"
35,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
35,"admin.","married","university.degree","no","cellular","nov","mon",1,"yes"
36,"services","married","high.school","no","cellular","nov","mon",2,"yes"
35,"blue-collar","divorced","high.school","yes","cellular","nov","mon",2,"no"
30,"blue-collar","single","basic.9y","no","cellular","nov","mon",2,"no"
46,"self-employed","married","basic.9y","no","cellular","nov","mon",1,"yes"
42,"housemaid","married","university.degree","no","cellular","nov","mon",4,"yes"
32,"blue-collar","single","university.degree","no","cellular","nov","mon",2,"no"
42,"technician","married","basic.9y","no","cellular","nov","mon",1,"yes"
34,"self-employed","married","university.degree","no","cellular","nov","mon",2,"yes"
46,"self-employed","married","basic.9y","yes","cellular","nov","mon",1,"yes"
37,"entrepreneur","married","university.degree","no","cellular","nov","mon",2,"yes"
46,"technician","married","high.school","no","cellular","nov","mon",1,"yes"
39,"management","single","basic.9y","no","cellular","nov","mon",3,"no"
38,"entrepreneur","married","basic.9y","no","cellular","nov","mon",1,"yes"
34,"entrepreneur","married","basic.6y","no","cellular","nov","mon",1,"yes"
46,"technician","married","high.school","no","cellular","nov","mon",1,"yes"
42,"admin.","divorced","high.school","no","cellular","nov","mon",1,"no"
42,"admin.","divorced","high.school","no","telephone","nov","mon",1,"no"
38,"entrepreneur","married","basic.9y","no","cellular","nov","mon",1,"yes"
44,"retired","divorced","professional.course","no","cellular","nov","mon",1,"no"
42,"admin.","married","university.degree","no","cellular","nov","mon",2,"yes"
52,"management","married","university.degree","yes","cellular","nov","mon",2,"no"
32,"admin.","single","high.school","no","cellular","nov","mon",2,"no"
